SYSTEM,WATERWAY,SITE,TRANSECT,SUB_TRANS,METRES,METRES.1,SPECIES,ORIGIN,COUNT,DATE,SURVEY,EXCLOSURE,Notes
Wimmera,McKenzie,NEWonwondah,3,A,0,0 to 1,Euchiton involucratus s.l.,native,1,18/12/2017,2,0,
Wimmera,McKenzie,NEWonwondah,3,A,0,0 to 1,Lachnagrostis filiformis s.l.,native,5,18/12/2017,2,0,
Wimmera,McKenzie,NEWonwondah,3,B,1,1 to 2,Hypochaeris radicata,exotic,6,4/09/2017,1,0,
Wimmera,McKenzie,NEWonwondah,3,B,1,1 to 2,Exotic Grass,exotic,50_100,4/09/2017,1,0,
Wimmera,McKenzie,NEWonwondah,3,B,1,1 to 2,Crassula decumbens var. decumbens,native,10_50,4/09/2017,1,0,
Wimmera,McKenzie,NEWonwondah,3,B,1,1 to 2,Gonocarpus tetragynus,native,3,4/09/2017,1,0,
Wimmera,McKenzie,NEWonwondah,3,B,1,1 to 2,Ehrharta calycina,exotic,10_50,18/12/2017,2,0,
Wimmera,McKenzie,NEWonwondah,3,B,1,1 to 2,Nil,NA,0,10/04/2018,3,0,
Wimmera,McKenzie,NEWonwondah,3,B,1,1 to 2,Rytidosperma spp.,native,10_50,18/12/2017,2,0,
Wimmera,McKenzie,NEWonwondah,3,C,2,2 to 3,Hypochaeris radicata,exotic,5,4/09/2017,1,0,
Wimmera,McKenzie,NEWonwondah,3,C,2,2 to 3,Gonocarpus tetragynus,native,2,4/09/2017,1,0,
Wimmera,McKenzie,NEWonwondah,3,C,2,2 to 3,Aira elegantissima,exotic,10_50,18/12/2017,2,0,
Wimmera,McKenzie,NEWonwondah,3,C,2,2 to 3,Centaurium erythraea,exotic,3,18/12/2017,2,0,
Wimmera,McKenzie,NEWonwondah,3,C,2,2 to 3,Nil,NA,0,10/04/2018,3,0,
Wimmera,McKenzie,NEWonwondah,3,C,2,2 to 3,Rytidosperma spp.,native,10_50,18/12/2017,2,0,
Wimmera,McKenzie,NEWonwondah,3,W,-1, -1 to 0,Nil,NA,0,4/09/2017,1,0,
Wimmera,McKenzie,NEWonwondah,3,W,-1, -1 to 0,Juncus articulatus subsp. articulatus,exotic,10_50,18/12/2017,2,0,
Wimmera,McKenzie,NEWonwondah,3,W,-1, -1 to 0,Nil,NA,0,10/04/2018,3,0,
Wimmera,McKenzie,NEWonwondah,3,W,-1, -1 to 0,Lachnagrostis filiformis s.l.,native,10_50,18/12/2017,2,0,
Wimmera,McKenzie,NEWonwondah,3,W,-1, -1 to 0,Schoenus apogon,native,10_50,18/12/2017,2,0,
Wimmera,McKenzie,NEWonwondah,3,W,-1, -1 to 0,Triglochin procera s.l.,native,2,18/12/2017,2,0,
Wimmera,McKenzie,NEWonwondah,4,A,0,0 to 1,Hypochaeris radicata,exotic,4,4/09/2017,1,0,
Wimmera,McKenzie,NEWonwondah,4,A,0,0 to 1,Sonchus oleraceus,exotic,2,4/09/2017,1,0,
Wimmera,McKenzie,NEWonwondah,4,A,0,0 to 1,Acacia provincialis,native,1,4/09/2017,1,0,
Wimmera,McKenzie,NEWonwondah,4,A,0,0 to 1,Cotula australis,native,1,4/09/2017,1,0,
Wimmera,McKenzie,NEWonwondah,4,A,0,0 to 1,Crassula decumbens var. decumbens,native,10_50,4/09/2017,1,0,
Wimmera,McKenzie,NEWonwondah,4,A,0,0 to 1,Nil,NA,0,18/12/2017,2,0,
Wimmera,McKenzie,NEWonwondah,4,A,0,0 to 1,Nil,NA,0,10/04/2018,3,0,
Wimmera,McKenzie,NEWonwondah,4,B,1,1 to 2,Hypochaeris radicata,exotic,10_50,4/09/2017,1,0,
Wimmera,McKenzie,NEWonwondah,4,B,1,1 to 2,Sonchus oleraceus,exotic,1,4/09/2017,1,0,
Wimmera,McKenzie,NEWonwondah,4,B,1,1 to 2,Crassula decumbens var. decumbens,native,10_50,4/09/2017,1,0,
Wimmera,McKenzie,NEWonwondah,4,B,1,1 to 2,Nil,NA,0,10/04/2018,3,0,
Wimmera,McKenzie,NEWonwondah,4,B,1,1 to 2,Acacia provincialis,native,1,18/12/2017,2,0,
Wimmera,McKenzie,NEWonwondah,4,B,1,1 to 2,Rytidosperma spp.,native,3,18/12/2017,2,0,
Wimmera,McKenzie,NEWonwondah,4,C,2,2 to 3,Arctotheca calendula,exotic,1,4/09/2017,1,0,
Wimmera,McKenzie,NEWonwondah,4,C,2,2 to 3,Arctotheca calendula,exotic,1,4/09/2017,1,0,
Wimmera,McKenzie,NEWonwondah,4,C,2,2 to 3,Hypochaeris radicata,exotic,10_50,4/09/2017,1,0,
Wimmera,McKenzie,NEWonwondah,4,C,2,2 to 3,Crassula decumbens var. decumbens,native,10_50,4/09/2017,1,0,
Wimmera,McKenzie,NEWonwondah,4,C,2,2 to 3,Nil,NA,0,10/04/2018,3,0,
Wimmera,McKenzie,NEWonwondah,4,C,2,2 to 3,Rytidosperma spp.,native,10_50,18/12/2017,2,0,
Wimmera,McKenzie,NEWonwondah,4,W,-1, -1 to 0,Nil,NA,0,4/09/2017,1,0,
Wimmera,McKenzie,NEWonwondah,4,W,-1, -1 to 0,Hypochaeris radicata,exotic,1,18/12/2017,2,0,
Wimmera,McKenzie,NEWonwondah,4,W,-1, -1 to 0,Nil,NA,0,10/04/2018,3,0,
Wimmera,McKenzie,NEWonwondah,4,W,-1, -1 to 0,Alternanthera denticulata s.s.,native,3,18/12/2017,2,0,
Wimmera,McKenzie,NEWonwondah,4,W,-1, -1 to 0,Lythrum hyssopifolia,native,10_50,18/12/2017,2,0,
Wimmera,McKenzie,NEWonwondah,4,W,-1, -1 to 0,Unidentified monocot,Unknown,10_50,18/12/2017,2,0,
Wimmera,McKenzie,NEWonwondah,5,A,0,0 to 1,Acacia provincialis,native,1,4/09/2017,1,0,
Wimmera,McKenzie,NEWonwondah,5,A,0,0 to 1,Nil,NA,0,10/04/2018,3,0,
Wimmera,McKenzie,NEWonwondah,5,A,0,0 to 1,Acacia provincialis,native,1,18/12/2017,2,0,
Wimmera,McKenzie,NEWonwondah,5,B,1,1 to 2,Hypochaeris radicata,exotic,5,4/09/2017,1,0,
Wimmera,McKenzie,NEWonwondah,5,B,1,1 to 2,Sonchus oleraceus,exotic,1,4/09/2017,1,0,
Wimmera,McKenzie,NEWonwondah,5,B,1,1 to 2,Acacia provincialis,native,3,4/09/2017,1,0,
Wimmera,McKenzie,NEWonwondah,5,B,1,1 to 2,Crassula decumbens var. decumbens,native,5,4/09/2017,1,0,
Wimmera,McKenzie,NEWonwondah,5,B,1,1 to 2,Nil,NA,0,18/12/2017,2,0,
Wimmera,McKenzie,NEWonwondah,5,B,1,1 to 2,Acacia provincialis,native,1,10/04/2018,3,0,
Wimmera,McKenzie,NEWonwondah,5,C,2,2 to 3,Crassula decumbens var. decumbens,native,10_50,4/09/2017,1,0,
Wimmera,McKenzie,NEWonwondah,5,C,2,2 to 3,Hypochaeris radicata,exotic,1,18/12/2017,2,0,
Wimmera,McKenzie,NEWonwondah,5,C,2,2 to 3,Nil,NA,0,10/04/2018,3,0,
Wimmera,McKenzie,NEWonwondah,5,W,-1, -1 to 0,Nil,NA,0,4/09/2017,1,0,
Wimmera,McKenzie,NEWonwondah,5,W,-1, -1 to 0,Nil,NA,0,18/12/2017,2,0,
Wimmera,McKenzie,NEWonwondah,5,W,-1, -1 to 0,Nil,NA,0,10/04/2018,3,0,
Wimmera,Mt William,LakeLonsdale,1,A,0,0 to 1,Exotic Grass,exotic,10_50,4/09/2017,1,0,Should be 4/9/2017 survey 1
Wimmera,Mt William,LakeLonsdale,1,A,0,0 to 1,Nil,NA,0,12/04/2018,3,0,Should be 12/4/2018 survey 3
Wimmera,Mt William,LakeLonsdale,1,A,0,0 to 1,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,LakeLonsdale,1,B,1,1 to 2,Exotic Grass,exotic,50_100,4/09/2017,1,0,
Wimmera,Mt William,LakeLonsdale,1,B,1,1 to 2,Nil,NA,0,12/04/2018,3,0,
Wimmera,Mt William,LakeLonsdale,1,B,1,1 to 2,Unidentified monocot,Unknown,2,21/12/2017,2,0,
Wimmera,Mt William,LakeLonsdale,1,C,2,2 to 3,Exotic Grass,exotic,10_50,21/12/2017,2,0,
Wimmera,Mt William,LakeLonsdale,1,W,-1, -1 to 0,Nil,NA,0,4/09/2017,1,0,
Wimmera,Mt William,LakeLonsdale,1,W,-1, -1 to 0,Nil,NA,0,12/04/2018,3,0,
Wimmera,Mt William,LakeLonsdale,1,W,-1, -1 to 0,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,LakeLonsdale,2,A,0,0 to 1,Medicago spp.,exotic,10_50,4/09/2017,1,0,
Wimmera,Mt William,LakeLonsdale,2,A,0,0 to 1,Trifolium arvense var. arvense,exotic,10_50,4/09/2017,1,0,
Wimmera,Mt William,LakeLonsdale,2,A,0,0 to 1,Exotic Grass,exotic,10_50,4/09/2017,1,0,
Wimmera,Mt William,LakeLonsdale,2,A,0,0 to 1,Nil,NA,0,12/04/2018,3,0,
Wimmera,Mt William,LakeLonsdale,2,A,0,0 to 1,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,LakeLonsdale,2,B,1,1 to 2,Sonchus oleraceus,exotic,2,4/09/2017,1,0,
Wimmera,Mt William,LakeLonsdale,2,B,1,1 to 2,Trifolium arvense var. arvense,exotic,10_50,4/09/2017,1,0,
Wimmera,Mt William,LakeLonsdale,2,B,1,1 to 2,Exotic Grass,exotic,10_50,4/09/2017,1,0,
Wimmera,Mt William,LakeLonsdale,2,B,1,1 to 2,Nil,NA,0,12/04/2018,3,0,
Wimmera,Mt William,LakeLonsdale,2,B,1,1 to 2,Exotic Grass,exotic,10_50,21/12/2017,2,0,
Wimmera,Mt William,LakeLonsdale,2,W,-1, -1 to 0,Nil,NA,0,4/09/2017,1,0,
Wimmera,Mt William,LakeLonsdale,2,W,-1, -1 to 0,Nil,NA,0,12/04/2018,3,0,
Wimmera,Mt William,LakeLonsdale,2,W,-1, -1 to 0,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,LakeLonsdale,3,A,0,0 to 1,Exotic Grass,exotic,100+,4/09/2017,1,0,
Wimmera,Mt William,LakeLonsdale,3,A,0,0 to 1,Nil,NA,0,12/04/2018,3,0,
Wimmera,Mt William,LakeLonsdale,3,A,0,0 to 1,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,LakeLonsdale,3,B,1,1 to 2,Exotic Grass,exotic,100+,4/09/2017,1,0,
Wimmera,Mt William,LakeLonsdale,3,B,1,1 to 2,Nil,NA,0,12/04/2018,3,0,
Wimmera,Mt William,LakeLonsdale,3,B,1,1 to 2,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,LakeLonsdale,3,C,2,2 to 3,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,LakeLonsdale,3,W,-1, -1 to 0,Nil,NA,0,4/09/2017,1,0,
Wimmera,Mt William,LakeLonsdale,3,W,-1, -1 to 0,Nil,NA,0,12/04/2018,3,0,
Wimmera,Mt William,LakeLonsdale,3,W,-1, -1 to 0,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,LakeLonsdale,4,A,0,0 to 1,Exotic Grass,exotic,10_50,4/09/2017,1,0,
Wimmera,Mt William,LakeLonsdale,4,A,0,0 to 1,Nil,NA,0,12/04/2018,3,0,
Wimmera,Mt William,LakeLonsdale,4,A,0,0 to 1,Microlaena stipoides var. stipoides,native,10_50,21/12/2017,2,0,
Wimmera,Mt William,LakeLonsdale,4,B,1,1 to 2,Exotic Grass,exotic,10_50,4/09/2017,1,0,
Wimmera,Mt William,LakeLonsdale,4,B,1,1 to 2,Nil,NA,0,12/04/2018,3,0,
Wimmera,Mt William,LakeLonsdale,4,B,1,1 to 2,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,LakeLonsdale,4,W,-1, -1 to 0,Nil,NA,0,4/09/2017,1,0,
Wimmera,Mt William,LakeLonsdale,4,W,-1, -1 to 0,Nil,NA,0,12/04/2018,3,0,
Wimmera,Mt William,LakeLonsdale,4,W,-1, -1 to 0,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,LakeLonsdale,5,A,0,0 to 1,Exotic Grass,exotic,100+,4/09/2017,1,0,
Wimmera,Mt William,LakeLonsdale,5,A,0,0 to 1,Nil,NA,0,12/04/2018,3,0,
Wimmera,Mt William,LakeLonsdale,5,A,0,0 to 1,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,LakeLonsdale,5,B,1,1 to 2,Plantago lanceolata,exotic,12,4/09/2017,1,0,
Wimmera,Mt William,LakeLonsdale,5,B,1,1 to 2,Trifolium angustifolium var. angustifolium,exotic,1,4/09/2017,1,0,
Wimmera,Mt William,LakeLonsdale,5,B,1,1 to 2,Trifolium subterraneum,exotic,1,4/09/2017,1,0,
Wimmera,Mt William,LakeLonsdale,5,B,1,1 to 2,Exotic Grass,exotic,100+,4/09/2017,1,0,
Wimmera,Mt William,LakeLonsdale,5,B,1,1 to 2,Nil,NA,0,12/04/2018,3,0,
Wimmera,Mt William,LakeLonsdale,5,B,1,1 to 2,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,LakeLonsdale,5,C,2,2 to 3,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,LakeLonsdale,5,W,-1, -1 to 0,Exotic Grass,exotic,100+,4/09/2017,1,0,
Wimmera,Mt William,LakeLonsdale,5,W,-1, -1 to 0,Nil,NA,0,12/04/2018,3,0,
Wimmera,Mt William,RosesGap,1,A,0,0 to 1,Sonchus asper s.l.,exotic,8,4/09/2017,1,0,Should be 4/9/2017 survey 1
Wimmera,Mt William,RosesGap,1,A,0,0 to 1,Exotic Grass,exotic,50_100,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,1,A,0,0 to 1,Nil,NA,0,11/04/2018,3,0,Should be 11/4/2018 survey 3
Wimmera,Mt William,RosesGap,1,A,0,0 to 1,Geranium sp. 2,native,1,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,1,A,0,0 to 1,Ranunculus sessiliflorus,native,10_50,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,1,A,0,0 to 1,Unidentified monocot,Unknown,10_50,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,1,B,1,1 to 2,Hypochaeris radicata,exotic,2,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,1,B,1,1 to 2,Trifolium arvense var. arvense,exotic,1,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,1,B,1,1 to 2,Exotic Grass,exotic,50_100,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,1,B,1,1 to 2,Nil,NA,0,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,1,B,1,1 to 2,Geranium sp. 2,native,1,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,1,B,1,1 to 2,Hypochaeris radicata,exotic,1,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,1,B,1,1 to 2,Unidentified monocot,Unknown,10_50,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,1,W,-1, -1 to 0,Nil,NA,0,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,1,W,-1, -1 to 0,Nil,NA,0,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,1,W,-1, -1 to 0,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,2,A,0,0 to 1,Gladiolus spp.,exotic,10_50,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,2,A,0,0 to 1,Holcus lanatus,exotic,2,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,2,A,0,0 to 1,Hypochaeris radicata,exotic,1,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,2,A,0,0 to 1,Sonchus asper s.l.,exotic,2,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,2,A,0,0 to 1,Exotic Grass,exotic,10_50,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,2,A,0,0 to 1,Exotic Grass,exotic,2,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,2,A,0,0 to 1,Lythrum hyssopifolia,native,5,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,2,B,1,1 to 2,Exotic Grass,exotic,10_50,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,2,B,1,1 to 2,Exotic Grass,exotic,10_50,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,2,B,1,1 to 2,Eucalyptus camaldulensis var. camaldulensis,native,2,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,2,B,1,1 to 2,Unidentified monocot,Unknown,1,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,2,C,2,2 to 3,Exotic Grass,exotic,10_50,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,2,C,2,2 to 3,Nil,NA,0,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,2,C,2,2 to 3,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,2,W,-1, -1 to 0,Sonchus asper s.l.,exotic,1,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,2,W,-1, -1 to 0,Exotic Grass,exotic,10_50,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,2,W,-1, -1 to 0,Exotic Grass,exotic,2,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,2,W,-1, -1 to 0,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,3,A,0,0 to 1,Lysimachia arvensis,exotic,1,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,3,A,0,0 to 1,Exotic Grass,exotic,10_50,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,3,A,0,0 to 1,Nil,NA,0,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,3,A,0,0 to 1,Euchiton involucratus s.l.,native,2,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,3,A,0,0 to 1,Juncus amabilis,native,10_50,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,3,A,0,0 to 1,Ehrharta calycina,exotic,3,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,3,B,1,1 to 2,Exotic Grass,exotic,50_100,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,3,B,1,1 to 2,Nil,NA,0,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,3,B,1,1 to 2,Ehrharta calycina,exotic,1,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,3,C,2,2 to 3,Exotic Grass,exotic,4,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,3,W,-1, -1 to 0,Bromus catharticus,exotic,1,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,3,W,-1, -1 to 0,Hypochaeris radicata,exotic,1,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,3,W,-1, -1 to 0,Exotic Grass,exotic,10_50,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,3,W,-1, -1 to 0,Nil,NA,0,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,3,W,-1, -1 to 0,Alternanthera denticulata s.s.,native,1,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,3,W,-1, -1 to 0,Lythrum hyssopifolia,native,1,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,3,W,-1, -1 to 0,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,4,A,0,0 to 1,Hypochaeris radicata,exotic,2,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,4,A,0,0 to 1,Sonchus oleraceus,exotic,1,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,4,A,0,0 to 1,Exotic Grass,exotic,3,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,4,A,0,0 to 1,Euchiton involucratus s.l.,native,3,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,4,A,0,0 to 1,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,4,B,1,1 to 2,Exotic Grass,exotic,2,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,4,B,1,1 to 2,Nil,NA,0,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,4,B,1,1 to 2,Rumex spp.,native,1,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,4,B,1,1 to 2,Holcus lanatus,exotic,10_50,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,4,B,1,1 to 2,Paspalum distichum,exotic,10_50,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,4,B,1,1 to 2,Alternanthera denticulata s.s.,native,10_50,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,4,B,1,1 to 2,Rumex spp.,native,10_50,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,4,B,1,1 to 2,Unidentified monocot,Unknown,10_50,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,4,W,-1, -1 to 0,Nil,NA,0,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,4,W,-1, -1 to 0,Lachnagrostis filiformis s.l.,native,1,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,4,W,-1, -1 to 0,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,5,A,0,0 to 1,Nil,NA,0,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,5,A,0,0 to 1,Cotula australis,native,6,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,5,A,0,0 to 1,Juncus spp.,native,10_50,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,5,A,0,0 to 1,Lachnagrostis filiformis s.l.,native,5,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,5,A,0,0 to 1,Lobelia anceps,native,1,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,5,A,0,0 to 1,Lythrum hyssopifolia,native,2,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,5,A,0,0 to 1,Rumex spp.,native,1,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,5,A,0,0 to 1,Nil,NA,0,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,5,B,1,1 to 2,Aster subulatus,exotic,1,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,5,B,1,1 to 2,Callitriche brutia var. brutia,exotic,1,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,5,B,1,1 to 2,Exotic Grass,exotic,5,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,5,B,1,1 to 2,Juncus spp.,native,10_50,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,5,B,1,1 to 2,Cotula australis,native,1,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,5,B,1,1 to 2,Crassula decumbens var. decumbens,native,10_50,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,5,B,1,1 to 2,Euchiton involucratus s.l.,native,1,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,5,B,1,1 to 2,Hydrocotyle sibthorpioides,native,1,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,5,B,1,1 to 2,Lobelia anceps,native,4,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,5,B,1,1 to 2,Lythrum hyssopifolia,native,1,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,5,B,1,1 to 2,Lythrum hyssopifolia,native,3,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,5,B,1,1 to 2,Sonchus oleraceus,native,1,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,5,B,1,1 to 2,Sonchus oleraceus,exotic,1,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,5,B,1,1 to 2,Cotula australis,native,3,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,5,B,1,1 to 2,Euchiton involucratus s.l.,native,5,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,5,B,1,1 to 2,Rumex spp.,native,1,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,5,B,1,1 to 2,Unidentified dicot herb,Unknown,10_50,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,5,B,1,1 to 2,Unidentified monocot,Unknown,10_50,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,5,C,2,2 to 3,Arctotheca calendula,exotic,50_100,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,5,C,2,2 to 3,Arctotheca calendula,exotic,1,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,5,C,2,2 to 3,Callitriche brutia var. brutia,exotic,1,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,5,C,2,2 to 3,Crassula decumbens var. decumbens,exotic,10_50,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,5,C,2,2 to 3,Sonchus asper s.l.,exotic,2,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,5,C,2,2 to 3,Sonchus oleraceus,exotic,10_50,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,5,C,2,2 to 3,Lolium rigidum,exotic,10_50,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,5,C,2,2 to 3,Cotula coronopifolia,native,10_50,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,5,C,2,2 to 3,Cotula australis,native,3,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,5,C,2,2 to 3,Hypochaeris radicata,native,10_50,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,5,C,2,2 to 3,Juncus spp.,native,10_50,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,5,C,2,2 to 3,Lythrum hyssopifolia,native,1,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,5,C,2,2 to 3,Lythrum hyssopifolia,native,10_50,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,5,C,2,2 to 3,Cirsium vulgare,exotic,5,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,5,C,2,2 to 3,Alternanthera denticulata s.s.,native,10_50,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,5,C,2,2 to 3,Centipeda cunninghamii,native,10_50,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,5,C,2,2 to 3,Lachnagrostis filiformis s.l.,native,10_50,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,5,C,2,2 to 3,Rumex spp.,native,10_50,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,5,C,2,2 to 3,Unidentified monocot,Unknown,10_50,21/12/2017,2,0,
Wimmera,Mt William,RosesGap,5,D,3,3 to 4,Arctotheca calendula,exotic,5,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,5,D,3,3 to 4,Arctotheca calendula,exotic,10_50,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,5,D,3,3 to 4,Arctotheca calendula,exotic,5,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,5,D,3,3 to 4,Hypochaeris radicata,exotic,10_50,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,5,D,3,3 to 4,Hypochaeris radicata,exotic,10_50,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,5,D,3,3 to 4,Sonchus asper s.l.,exotic,10_50,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,5,D,3,3 to 4,Exotic Grass,exotic,50_100,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,5,D,3,3 to 4,Crassula decumbens var. decumbens,native,10_50,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,5,D,3,3 to 4,Juncus spp.,native,10_50,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,5,W,-1, -1 to 0,Sonchus oleraceus,exotic,1,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,5,W,-1, -1 to 0,Nil,NA,0,4/09/2017,1,0,
Wimmera,Mt William,RosesGap,5,W,-1, -1 to 0,Cotula australis,native,7,11/04/2018,3,0,
Wimmera,Mt William,RosesGap,5,W,-1, -1 to 0,Juncus spp.,native,10_50,11/04/2018,3,0,
